key,value,timestamp,step,is_nan,run_uuid
hybrid_expected_price,186.07871556736984,1752952632428,0,0,f8106a7e3ead43ff8d766f2dde862c2e
average_expected_price_montecarlo,211.2320739219663,1752952632466,0,0,f8106a7e3ead43ff8d766f2dde862c2e
average_expected_price_arima,211.05028356558688,1752952632502,0,0,f8106a7e3ead43ff8d766f2dde862c2e
average_expected_price_lstm,164.4116973876953,1752952632540,0,0,f8106a7e3ead43ff8d766f2dde862c2e
hybrid_average_expected_price,195.56468495841617,1752952632574,0,0,f8106a7e3ead43ff8d766f2dde862c2e
num_rows,1256.0,1752952820932,0,0,8a6df1fddab0447b89fdad42905b7578
num_columns,2.0,1752952820979,0,0,8a6df1fddab0447b89fdad42905b7578
average_expected_price,211.15506312852136,1752952849202,0,0,84ee61d5faf44c23ad54d10a5e99ba91
conf_interval_low,208.96904515198284,1752952849239,0,0,84ee61d5faf44c23ad54d10a5e99ba91
conf_interval_high,213.2899472878843,1752952849275,0,0,84ee61d5faf44c23ad54d10a5e99ba91
expected_price,211.04121210032423,1752952865237,0,0,4443d5bd281541468e11607a4f7707a0
average_expected_price,211.0502829457675,1752952865279,0,0,4443d5bd281541468e11607a4f7707a0
expected_price,177.92991638183594,1752952898128,0,0,ce7203b4b3594c9599390235e9502c21
average_expected_price,191.24575805664062,1752952898174,0,0,ce7203b4b3594c9599390235e9502c21
expected_price_montecarlo,211.15506312852136,1752953027704,0,0,04fb542ca8464a71a2554cd84a3a74ee
expected_price_arima,211.04121210032423,1752953027755,0,0,04fb542ca8464a71a2554cd84a3a74ee
expected_price_lstm,177.92991638183594,1752953027795,0,0,04fb542ca8464a71a2554cd84a3a74ee
hybrid_expected_price,200.04206387022717,1752953027833,0,0,04fb542ca8464a71a2554cd84a3a74ee
average_expected_price_montecarlo,211.15506312852136,1752953027870,0,0,04fb542ca8464a71a2554cd84a3a74ee
average_expected_price_arima,211.0502829457675,1752953027911,0,0,04fb542ca8464a71a2554cd84a3a74ee
average_expected_price_lstm,191.24575805664062,1752953027951,0,0,04fb542ca8464a71a2554cd84a3a74ee
hybrid_average_expected_price,204.48370137697648,1752953027987,0,0,04fb542ca8464a71a2554cd84a3a74ee
num_rows,1256.0,1752954224390,0,0,1a6bcbb3937f498fae6b29a0fff6dbec
num_columns,2.0,1752954224452,0,0,1a6bcbb3937f498fae6b29a0fff6dbec
average_expected_price,211.34371215458862,1752954226155,0,0,f3e5c4c1a57c436e9e6926c7dd0b0969
conf_interval_low,209.1696723619477,1752954229736,0,0,f3e5c4c1a57c436e9e6926c7dd0b0969
conf_interval_high,213.49912140141956,1752954229793,0,0,f3e5c4c1a57c436e9e6926c7dd0b0969
expected_price,233.8435516357422,1752954254812,0,0,23bc788652f349e4b81d2cebbaaaf8f0
average_expected_price,223.09820556640625,1752954254860,0,0,23bc788652f349e4b81d2cebbaaaf8f0
expected_price_montecarlo,211.34371215458862,1752954266109,0,0,d128697c778e45e8ac8a2b15086a4cea
expected_price_arima,211.04121192050528,1752954266149,0,0,d128697c778e45e8ac8a2b15086a4cea
expected_price_lstm,233.8435516357422,1752954266192,0,0,d128697c778e45e8ac8a2b15086a4cea
hybrid_expected_price,218.74282523694535,1752954266243,0,0,d128697c778e45e8ac8a2b15086a4cea
